warning_id,type,risk,score,symbol,reviewer1_label,reviewer1_notes,reviewer2_label,reviewer2_notes,adjudicated_label,adjudication_notes,label,reviewer_notes
W-000940,SignatureDrift,High,14.6,up,FALSE_POSITIVE,Signature evidence is only old=absent/new=added with no concrete old/new C signature or source diff.,FALSE_POSITIVE,Generated binding edges alone do not prove a reachable stale Rust contract; no local oracle/fix evidence exists.,FALSE_POSITIVE,Presence-only signature extraction lacks concrete source proof and no local oracle/fix evidence; false positive.,,
W-000266,SignatureDrift,High,13.2,down,FALSE_POSITIVE,Signature evidence is only old=absent/new=added with no concrete old/new C signature or source diff.,FALSE_POSITIVE,Generated binding edges alone do not prove a reachable stale Rust contract; no local oracle/fix evidence exists.,FALSE_POSITIVE,Presence-only signature extraction lacks concrete source proof and no local oracle/fix evidence; false positive.,,
W-000863,SignatureDrift,High,13.2,siginfo_layout,FALSE_POSITIVE,Signature evidence is only old=absent/new=added with no concrete old/new C signature or source diff.,FALSE_POSITIVE,Generated binding edges alone do not prove a reachable stale Rust contract; no local oracle/fix evidence exists.,FALSE_POSITIVE,Presence-only signature extraction lacks concrete source proof and no local oracle/fix evidence; false positive.,,
W-000353,SignatureDrift,High,12.8,force_sig,FALSE_POSITIVE,Signature evidence is only old=absent/new=added with no concrete old/new C signature or source diff.,FALSE_POSITIVE,Generated binding edges alone do not prove a reachable stale Rust contract; no local oracle/fix evidence exists.,FALSE_POSITIVE,Presence-only signature extraction lacks concrete source proof and no local oracle/fix evidence; false positive.,,
W-000821,SignatureDrift,High,12.8,send_sig,FALSE_POSITIVE,Signature evidence is only old=absent/new=added with no concrete old/new C signature or source diff.,FALSE_POSITIVE,Generated binding edges alone do not prove a reachable stale Rust contract; no local oracle/fix evidence exists.,FALSE_POSITIVE,Presence-only signature extraction lacks concrete source proof and no local oracle/fix evidence; false positive.,,
W-001012,FieldDrift,High,12.6,file,FALSE_POSITIVE,One side of field evidence is empty or an opaque _address placeholder; no concrete source diff supports real struct drift.,FALSE_POSITIVE,Missing/opaque old-new field extraction plus binding-only Rust evidence is insufficient and likely an extraction artifact.,FALSE_POSITIVE,Unsupported one-sided field extraction with no local oracle/fix evidence; false positive under the conservative rule.,,
W-001016,FieldDrift,High,12.6,inode,FALSE_POSITIVE,One side of field evidence is empty or an opaque _address placeholder; no concrete source diff supports real struct drift.,FALSE_POSITIVE,Missing/opaque old-new field extraction plus binding-only Rust evidence is insufficient and likely an extraction artifact.,FALSE_POSITIVE,Unsupported one-sided field extraction with no local oracle/fix evidence; false positive under the conservative rule.,,
W-001019,FieldDrift,High,12.6,key,FALSE_POSITIVE,One side of field evidence is empty or an opaque _address placeholder; no concrete source diff supports real struct drift.,FALSE_POSITIVE,Missing/opaque old-new field extraction plus binding-only Rust evidence is insufficient and likely an extraction artifact.,FALSE_POSITIVE,Unsupported one-sided field extraction with no local oracle/fix evidence; false positive under the conservative rule.,,
W-001020,FieldDrift,High,12.6,kunit,BENIGN_DRIFT,"Concrete old/new field or type differences are shown, but Rust evidence is binding-only and no oracle/fix evidence is present.",BENIGN_DRIFT,"The struct layout drift is real in extraction, but no safe API, unsafe wrapper, or safety assumption depends on it.",BENIGN_DRIFT,Real extracted field drift without reachable Rust contract impact or local oracle/fix evidence; benign.,,
W-001033,FieldDrift,High,12.6,zone,BENIGN_DRIFT,"Concrete old/new field or type differences are shown, but Rust evidence is binding-only and no oracle/fix evidence is present.",BENIGN_DRIFT,"The struct layout drift is real in extraction, but no safe API, unsafe wrapper, or safety assumption depends on it.",BENIGN_DRIFT,Real extracted field drift without reachable Rust contract impact or local oracle/fix evidence; benign.,,
W-000573,SignatureDrift,High,12.2,key_alloc,FALSE_POSITIVE,Signature evidence is only old=absent/new=added with no concrete old/new C signature or source diff.,FALSE_POSITIVE,Generated binding edges alone do not prove a reachable stale Rust contract; no local oracle/fix evidence exists.,FALSE_POSITIVE,Presence-only signature extraction lacks concrete source proof and no local oracle/fix evidence; false positive.,,
W-000310,SignatureDrift,High,11.8,fasync_helper,FALSE_POSITIVE,Signature evidence is only old=absent/new=added with no concrete old/new C signature or source diff.,FALSE_POSITIVE,Generated binding edges alone do not prove a reachable stale Rust contract; no local oracle/fix evidence exists.,FALSE_POSITIVE,Presence-only signature extraction lacks concrete source proof and no local oracle/fix evidence; false positive.,,
W-000142,SignatureDrift,High,11.6,bit_wait,FALSE_POSITIVE,Signature evidence is only old=absent/new=added with no concrete old/new C signature or source diff.,FALSE_POSITIVE,Generated binding edges alone do not prove a reachable stale Rust contract; no local oracle/fix evidence exists.,FALSE_POSITIVE,Presence-only signature extraction lacks concrete source proof and no local oracle/fix evidence; false positive.,,
W-000204,SignatureDrift,High,11.6,d_alloc,FALSE_POSITIVE,Signature evidence is only old=absent/new=added with no concrete old/new C signature or source diff.,FALSE_POSITIVE,Generated binding edges alone do not prove a reachable stale Rust contract; no local oracle/fix evidence exists.,FALSE_POSITIVE,Presence-only signature extraction lacks concrete source proof and no local oracle/fix evidence; false positive.,,
W-000497,SignatureDrift,High,11.6,inode_init,FALSE_POSITIVE,Signature evidence is only old=absent/new=added with no concrete old/new C signature or source diff.,FALSE_POSITIVE,Generated binding edges alone do not prove a reachable stale Rust contract; no local oracle/fix evidence exists.,FALSE_POSITIVE,Presence-only signature extraction lacks concrete source proof and no local oracle/fix evidence; false positive.,,
W-000919,SignatureDrift,High,11.6,sync_file_range,FALSE_POSITIVE,Signature evidence is only old=absent/new=added with no concrete old/new C signature or source diff.,FALSE_POSITIVE,Generated binding edges alone do not prove a reachable stale Rust contract; no local oracle/fix evidence exists.,FALSE_POSITIVE,Presence-only signature extraction lacks concrete source proof and no local oracle/fix evidence; false positive.,,
W-000218,SignatureDrift,High,11.4,d_instantiate,FALSE_POSITIVE,Signature evidence is only old=absent/new=added with no concrete old/new C signature or source diff.,FALSE_POSITIVE,Generated binding edges alone do not prove a reachable stale Rust contract; no local oracle/fix evidence exists.,FALSE_POSITIVE,Presence-only signature extraction lacks concrete source proof and no local oracle/fix evidence; false positive.,,
W-000306,SignatureDrift,High,11.4,f_getown,FALSE_POSITIVE,Signature evidence is only old=absent/new=added with no concrete old/new C signature or source diff.,FALSE_POSITIVE,Generated binding edges alone do not prove a reachable stale Rust contract; no local oracle/fix evidence exists.,FALSE_POSITIVE,Presence-only signature extraction lacks concrete source proof and no local oracle/fix evidence; false positive.,,
W-000444,SignatureDrift,High,11.4,getname,FALSE_POSITIVE,Signature evidence is only old=absent/new=added with no concrete old/new C signature or source diff.,FALSE_POSITIVE,Generated binding edges alone do not prove a reachable stale Rust contract; no local oracle/fix evidence exists.,FALSE_POSITIVE,Presence-only signature extraction lacks concrete source proof and no local oracle/fix evidence; false positive.,,
W-000492,SignatureDrift,High,11.4,init_work_with_key,FALSE_POSITIVE,Signature evidence is only old=absent/new=added with no concrete old/new C signature or source diff.,FALSE_POSITIVE,Generated binding edges alone do not prove a reachable stale Rust contract; no local oracle/fix evidence exists.,FALSE_POSITIVE,Presence-only signature extraction lacks concrete source proof and no local oracle/fix evidence; false positive.,,
W-000582,SignatureDrift,High,11.4,key_lookup,FALSE_POSITIVE,Signature evidence is only old=absent/new=added with no concrete old/new C signature or source diff.,FALSE_POSITIVE,Generated binding edges alone do not prove a reachable stale Rust contract; no local oracle/fix evidence exists.,FALSE_POSITIVE,Presence-only signature extraction lacks concrete source proof and no local oracle/fix evidence; false positive.,,
W-001023,FieldDrift,High,11.4,list_lru,FALSE_POSITIVE,One side of field evidence is empty or an opaque _address placeholder; no concrete source diff supports real struct drift.,FALSE_POSITIVE,Missing/opaque old-new field extraction plus binding-only Rust evidence is insufficient and likely an extraction artifact.,FALSE_POSITIVE,Unsupported one-sided field extraction with no local oracle/fix evidence; false positive under the conservative rule.,,
W-000011,SignatureDrift,High,11.2,__d_lookup,FALSE_POSITIVE,Signature evidence is only old=absent/new=added with no concrete old/new C signature or source diff.,FALSE_POSITIVE,Generated binding edges alone do not prove a reachable stale Rust contract; no local oracle/fix evidence exists.,FALSE_POSITIVE,Presence-only signature extraction lacks concrete source proof and no local oracle/fix evidence; false positive.,,
W-000097,SignatureDrift,High,11.2,__sys_socket,FALSE_POSITIVE,Signature evidence is only old=absent/new=added with no concrete old/new C signature or source diff.,FALSE_POSITIVE,Generated binding edges alone do not prove a reachable stale Rust contract; no local oracle/fix evidence exists.,FALSE_POSITIVE,Presence-only signature extraction lacks concrete source proof and no local oracle/fix evidence; false positive.,,
W-000113,SignatureDrift,High,11.2,_copy_from_iter,FALSE_POSITIVE,Signature evidence is only old=absent/new=added with no concrete old/new C signature or source diff.,FALSE_POSITIVE,Generated binding edges alone do not prove a reachable stale Rust contract; no local oracle/fix evidence exists.,FALSE_POSITIVE,Presence-only signature extraction lacks concrete source proof and no local oracle/fix evidence; false positive.,,
