warning_id,type,risk,score,symbol,reviewer1_label,reviewer1_notes,reviewer2_label,reviewer2_notes,adjudicated_label,adjudication_notes,label,reviewer_notes
W-000398,SignatureDrift,High,14.6,__alloc_size,,,,,,,,
W-000210,FieldDrift,High,12.6,bio,,,,,,,,
W-000223,FieldDrift,High,12.6,kunit,,,,,,,,
W-000225,FieldDrift,High,12.6,led_trigger,,,,,,,,
W-000231,FieldDrift,High,12.6,statx,,,,,,,,
W-000036,SignatureDrift,High,11.8,alloc_pages,,,,,,,,
W-000113,SignatureDrift,High,11.4,kmem_cache_alloc,,,,,,,,
W-000193,SignatureDrift,High,11.4,vmalloc,,,,,,,,
W-000020,SignatureDrift,High,11.2,__kmalloc,,,,,,,,
W-000121,SignatureDrift,High,11.2,kmemdup,,,,,,,,
W-000031,SignatureDrift,High,11.0,__vmalloc,,,,,,,,
W-000040,SignatureDrift,High,11.0,alloc_pages_exact,,,,,,,,
W-000067,SignatureDrift,High,11.0,disable_delayed_work,,,,,,,,
W-000069,SignatureDrift,High,11.0,disable_work,,,,,,,,
W-000104,SignatureDrift,High,11.0,kmalloc_large,,,,,,,,
W-000131,SignatureDrift,High,11.0,mm_get_unmapped_area,,,,,,,,
W-000161,SignatureDrift,High,11.0,simple_offset_rename,,,,,,,,
W-000002,SignatureDrift,High,10.8,__alloc_pages,,,,,,,,
W-000004,SignatureDrift,High,10.8,__alloc_pages_noprof,,,,,,,,
W-000008,SignatureDrift,High,10.8,__bpf_dynptr_is_rdonly,,,,,,,,
W-000009,SignatureDrift,High,10.8,__dma_need_sync,,,,,,,,
W-000010,SignatureDrift,High,10.8,__dma_sync_sg_for_cpu,,,,,,,,
W-000011,SignatureDrift,High,10.8,__dma_sync_sg_for_device,,,,,,,,
W-000012,SignatureDrift,High,10.8,__dma_sync_single_for_cpu,,,,,,,,
W-000013,SignatureDrift,High,10.8,__dma_sync_single_for_device,,,,,,,,
W-000014,SignatureDrift,High,10.8,__folio_alloc,,,,,,,,
W-000015,SignatureDrift,High,10.8,__folio_alloc_noprof,,,,,,,,
W-000017,SignatureDrift,High,10.8,__get_unmapped_area,,,,,,,,
W-000021,SignatureDrift,High,10.8,__kmalloc_node,,,,,,,,
W-000022,SignatureDrift,High,10.8,__kmalloc_node_noprof,,,,,,,,
W-000024,SignatureDrift,High,10.8,__kmalloc_noprof,,,,,,,,
W-000027,SignatureDrift,High,10.8,__seq_puts,,,,,,,,
W-000035,SignatureDrift,High,10.8,_find_first_and_and_bit,,,,,,,,
W-000037,SignatureDrift,High,10.8,alloc_pages_bulk_array_mempolicy,,,,,,,,
W-000038,SignatureDrift,High,10.8,alloc_pages_bulk_array_mempolicy_noprof,,,,,,,,
W-000039,SignatureDrift,High,10.8,alloc_pages_bulk_noprof,,,,,,,,
W-000041,SignatureDrift,High,10.8,alloc_pages_exact_nid,,,,,,,,
W-000042,SignatureDrift,High,10.8,alloc_pages_exact_nid_noprof,,,,,,,,
W-000043,SignatureDrift,High,10.8,alloc_pages_exact_noprof,,,,,,,,
W-000044,SignatureDrift,High,10.8,alloc_pages_mpol,,,,,,,,
W-000045,SignatureDrift,High,10.8,alloc_pages_mpol_noprof,,,,,,,,
W-000046,SignatureDrift,High,10.8,alloc_pages_noprof,,,,,,,,
W-000047,SignatureDrift,High,10.8,apply_relocation,,,,,,,,
W-000048,SignatureDrift,High,10.8,arch_get_unmapped_area_topdown_vmflags,,,,,,,,
W-000049,SignatureDrift,High,10.8,arch_get_unmapped_area_vmflags,,,,,,,,
W-000050,SignatureDrift,High,10.8,arch_protect_bpf_trampoline,,,,,,,,
W-000053,SignatureDrift,High,10.8,bpf_wq_cancel_and_free,,,,,,,,
W-000054,SignatureDrift,High,10.8,cgroup_rstat_flush_release,,,,,,,,
W-000055,SignatureDrift,High,10.8,cgwb_calc_thresh,,,,,,,,
W-000056,SignatureDrift,High,10.8,codetag_get_ct_iter,,,,,,,,
W-000057,SignatureDrift,High,10.8,codetag_lock_module_list,,,,,,,,
W-000058,SignatureDrift,High,10.8,codetag_next_ct,,,,,,,,
W-000059,SignatureDrift,High,10.8,codetag_register_type,,,,,,,,
W-000060,SignatureDrift,High,10.8,codetag_to_text,,,,,,,,
W-000061,SignatureDrift,High,10.8,codetag_trylock_module_list,,,,,,,,
W-000062,SignatureDrift,High,10.8,console_replay_all,,,,,,,,
W-000064,SignatureDrift,High,10.8,device_show_string,,,,,,,,
W-000065,SignatureDrift,High,10.8,device_wakeup_disable,,,,,,,,
W-000068,SignatureDrift,High,10.8,disable_delayed_work_sync,,,,,,,,
W-000070,SignatureDrift,High,10.8,disable_work_sync,,,,,,,,
W-000072,SignatureDrift,High,10.8,dma_skip_sync,,,,,,,,
W-000077,SignatureDrift,High,10.8,do_accept,,,,,,,,
W-000078,SignatureDrift,High,10.8,enable_delayed_work,,,,,,,,
W-000079,SignatureDrift,High,10.8,enable_work,,,,,,,,
W-000080,SignatureDrift,High,10.8,extra,,,,,,,,
W-000083,SignatureDrift,High,10.8,folio_alloc,,,,,,,,
W-000084,SignatureDrift,High,10.8,folio_alloc_noprof,,,,,,,,
W-000088,SignatureDrift,High,10.8,follow_pte,,,,,,,,
W-000090,SignatureDrift,High,10.8,get_free_pages_noprof,,,,,,,,
W-000094,SignatureDrift,High,10.8,get_xsave_addr,,,,,,,,
W-000095,SignatureDrift,High,10.8,get_zeroed_page,,,,,,,,
W-000096,SignatureDrift,High,10.8,get_zeroed_page_noprof,,,,,,,,
W-000099,SignatureDrift,High,10.8,in_thrashing,,,,,,,,
W-000101,SignatureDrift,High,10.8,is_free_buddy_page,,,,,,,,
W-000102,SignatureDrift,High,10.8,jump_label_init_ro,,,,,,,,
W-000103,SignatureDrift,High,10.8,kernel_file_open,,,,,,,,
W-000105,SignatureDrift,High,10.8,kmalloc_large_node,,,,,,,,
W-000106,SignatureDrift,High,10.8,kmalloc_large_node_noprof,,,,,,,,
W-000107,SignatureDrift,High,10.8,kmalloc_large_noprof,,,,,,,,
W-000108,SignatureDrift,High,10.8,kmalloc_node_trace,,,,,,,,
W-000109,SignatureDrift,High,10.8,kmalloc_node_trace_noprof,,,,,,,,
W-000110,SignatureDrift,High,10.8,kmalloc_node_track_caller_noprof,,,,,,,,
W-000111,SignatureDrift,High,10.8,kmalloc_trace,,,,,,,,
W-000112,SignatureDrift,High,10.8,kmalloc_trace_noprof,,,,,,,,
W-000114,SignatureDrift,High,10.8,kmem_cache_alloc_bulk,,,,,,,,
W-000115,SignatureDrift,High,10.8,kmem_cache_alloc_bulk_noprof,,,,,,,,
