warning_id,type,risk,score,symbol,reviewer1_label,reviewer1_notes,reviewer2_label,reviewer2_notes,adjudicated_label,adjudication_notes,label,reviewer_notes
W-000007,SignatureDrift,High,14.6,cpuid,FALSE_POSITIVE,"cpuid is reported only as absent->added with binding-generation exposure; no concrete source/diff, safe API, unsafe wrapper, or oracle evidence is present.",FALSE_POSITIVE,"The artifact for cpuid contains only unsupported summary drift and generated binding exposure, so the warning is not substantiated.",FALSE_POSITIVE,"Adjudicated FALSE_POSITIVE: cpuid has only summary old/new evidence and binding-generation exposure, with no local oracle/fix support.",,
W-000050,OwnershipRefcountDrift,High,13.0,refcount_dec_and_test,UNCLEAR,"refcount_dec_and_test has new refcount indicator and Rust unsafe Arc evidence, but old-side indicator/source proof is missing and no oracle/fix evidence is present.",UNCLEAR,"The indicator drift for refcount_dec_and_test is incomplete: extraction lacks old-side proof, so the local artifact cannot confirm a real old/new contract change.",UNCLEAR,"Adjudicated UNCLEAR: refcount_dec_and_test has new indicator plus Rust unsafe use, but no old-side source proof or local oracle/fix evidence confirms drift.",,
W-000051,OwnershipRefcountDrift,High,13.0,refcount_inc,UNCLEAR,"refcount_inc has new refcount indicator and Rust unsafe Arc evidence, but old-side indicator/source proof is missing and no oracle/fix evidence is present.",UNCLEAR,"The indicator drift for refcount_inc is incomplete: extraction lacks old-side proof, so the local artifact cannot confirm a real old/new contract change.",UNCLEAR,"Adjudicated UNCLEAR: refcount_inc has new indicator plus Rust unsafe use, but no old-side source proof or local oracle/fix evidence confirms drift.",,
W-000023,SignatureDrift,High,12.0,refcount_inc,FALSE_POSITIVE,"refcount_inc has Rust Arc/call-site evidence, but the drift claim is only absent->added without concrete old/new source proof or oracle evidence.",FALSE_POSITIVE,"Non-binding Rust evidence exists for refcount_inc, but the local artifact does not substantiate the claimed old/new C drift.",FALSE_POSITIVE,"Adjudicated FALSE_POSITIVE: refcount_inc Rust exposure exists, but the reported drift is only absent->added with no concrete source/diff or oracle evidence.",,
W-000001,SignatureDrift,High,11.8,REFCOUNT_INIT,FALSE_POSITIVE,"REFCOUNT_INIT has Rust Arc/call-site evidence, but the drift claim is only absent->added without concrete old/new source proof or oracle evidence.",FALSE_POSITIVE,"Non-binding Rust evidence exists for REFCOUNT_INIT, but the local artifact does not substantiate the claimed old/new C drift.",FALSE_POSITIVE,"Adjudicated FALSE_POSITIVE: REFCOUNT_INIT Rust exposure exists, but the reported drift is only absent->added with no concrete source/diff or oracle evidence.",,
W-000022,SignatureDrift,High,11.8,refcount_dec_and_test,FALSE_POSITIVE,"refcount_dec_and_test has Rust Arc/call-site evidence, but the drift claim is only absent->added without concrete old/new source proof or oracle evidence.",FALSE_POSITIVE,"Non-binding Rust evidence exists for refcount_dec_and_test, but the local artifact does not substantiate the claimed old/new C drift.",FALSE_POSITIVE,"Adjudicated FALSE_POSITIVE: refcount_dec_and_test Rust exposure exists, but the reported drift is only absent->added with no concrete source/diff or oracle evidence.",,
W-000009,SignatureDrift,High,11.0,end,BENIGN_DRIFT,"Concrete old/new SignatureDrift evidence exists for end, but Rust exposure is only generated binding edges with no call site, safety comment, or oracle.",BENIGN_DRIFT,"end shows real old/new drift, yet the local Rust evidence stops at generated bindings; no safe API or unsafe wrapper dependence is shown.",BENIGN_DRIFT,"Adjudicated BENIGN_DRIFT: end has supported old/new drift, but only binding-generation exposure and no local oracle or Rust contract dependence.",,
W-000002,SignatureDrift,High,10.8,__find_nth_and_andnot_bit,FALSE_POSITIVE,"__find_nth_and_andnot_bit is reported only as absent->added with binding-generation exposure; no concrete source/diff, safe API, unsafe wrapper, or oracle evidence is present.",FALSE_POSITIVE,"The artifact for __find_nth_and_andnot_bit contains only unsupported summary drift and generated binding exposure, so the warning is not substantiated.",FALSE_POSITIVE,"Adjudicated FALSE_POSITIVE: __find_nth_and_andnot_bit has only summary old/new evidence and binding-generation exposure, with no local oracle/fix support.",,
W-000004,SignatureDrift,High,10.8,__vdso_getcpu,FALSE_POSITIVE,"__vdso_getcpu is reported only as absent->added with binding-generation exposure; no concrete source/diff, safe API, unsafe wrapper, or oracle evidence is present.",FALSE_POSITIVE,"The artifact for __vdso_getcpu contains only unsupported summary drift and generated binding exposure, so the warning is not substantiated.",FALSE_POSITIVE,"Adjudicated FALSE_POSITIVE: __vdso_getcpu has only summary old/new evidence and binding-generation exposure, with no local oracle/fix support.",,
W-000005,SignatureDrift,High,10.8,_find_next_or_bit,FALSE_POSITIVE,"_find_next_or_bit is reported only as absent->added with binding-generation exposure; no concrete source/diff, safe API, unsafe wrapper, or oracle evidence is present.",FALSE_POSITIVE,"The artifact for _find_next_or_bit contains only unsupported summary drift and generated binding exposure, so the warning is not substantiated.",FALSE_POSITIVE,"Adjudicated FALSE_POSITIVE: _find_next_or_bit has only summary old/new evidence and binding-generation exposure, with no local oracle/fix support.",,
W-000010,SignatureDrift,High,10.8,exit_tasks_rcu_stop,FALSE_POSITIVE,"exit_tasks_rcu_stop is reported only as absent->added with binding-generation exposure; no concrete source/diff, safe API, unsafe wrapper, or oracle evidence is present.",FALSE_POSITIVE,"The artifact for exit_tasks_rcu_stop contains only unsupported summary drift and generated binding exposure, so the warning is not substantiated.",FALSE_POSITIVE,"Adjudicated FALSE_POSITIVE: exit_tasks_rcu_stop has only summary old/new evidence and binding-generation exposure, with no local oracle/fix support.",,
W-000011,SignatureDrift,High,10.8,flags,FALSE_POSITIVE,"flags is reported only as absent->added with binding-generation exposure; no concrete source/diff, safe API, unsafe wrapper, or oracle evidence is present.",FALSE_POSITIVE,"The artifact for flags contains only unsupported summary drift and generated binding exposure, so the warning is not substantiated.",FALSE_POSITIVE,"Adjudicated FALSE_POSITIVE: flags has only summary old/new evidence and binding-generation exposure, with no local oracle/fix support.",,
W-000012,SignatureDrift,High,10.8,ibt_save,BENIGN_DRIFT,"Concrete old/new SignatureDrift evidence exists for ibt_save, but Rust exposure is only generated binding edges with no call site, safety comment, or oracle.",BENIGN_DRIFT,"ibt_save shows real old/new drift, yet the local Rust evidence stops at generated bindings; no safe API or unsafe wrapper dependence is shown.",BENIGN_DRIFT,"Adjudicated BENIGN_DRIFT: ibt_save has supported old/new drift, but only binding-generation exposure and no local oracle or Rust contract dependence.",,
W-000013,SignatureDrift,High,10.8,kvfree_call_rcu,BENIGN_DRIFT,"Concrete old/new SignatureDrift evidence exists for kvfree_call_rcu, but Rust exposure is only generated binding edges with no call site, safety comment, or oracle.",BENIGN_DRIFT,"kvfree_call_rcu shows real old/new drift, yet the local Rust evidence stops at generated bindings; no safe API or unsafe wrapper dependence is shown.",BENIGN_DRIFT,"Adjudicated BENIGN_DRIFT: kvfree_call_rcu has supported old/new drift, but only binding-generation exposure and no local oracle or Rust contract dependence.",,
W-000014,SignatureDrift,High,10.8,kvmemdup,FALSE_POSITIVE,"kvmemdup is reported only as absent->added with binding-generation exposure; no concrete source/diff, safe API, unsafe wrapper, or oracle evidence is present.",FALSE_POSITIVE,"The artifact for kvmemdup contains only unsupported summary drift and generated binding exposure, so the warning is not substantiated.",FALSE_POSITIVE,"Adjudicated FALSE_POSITIVE: kvmemdup has only summary old/new evidence and binding-generation exposure, with no local oracle/fix support.",,
W-000017,SignatureDrift,High,10.8,mas_preallocate,BENIGN_DRIFT,"Concrete old/new SignatureDrift evidence exists for mas_preallocate, but Rust exposure is only generated binding edges with no call site, safety comment, or oracle.",BENIGN_DRIFT,"mas_preallocate shows real old/new drift, yet the local Rust evidence stops at generated bindings; no safe API or unsafe wrapper dependence is shown.",BENIGN_DRIFT,"Adjudicated BENIGN_DRIFT: mas_preallocate has supported old/new drift, but only binding-generation exposure and no local oracle or Rust contract dependence.",,
W-000018,SignatureDrift,High,10.8,microcode_check,BENIGN_DRIFT,"Concrete old/new SignatureDrift evidence exists for microcode_check, but Rust exposure is only generated binding edges with no call site, safety comment, or oracle.",BENIGN_DRIFT,"microcode_check shows real old/new drift, yet the local Rust evidence stops at generated bindings; no safe API or unsafe wrapper dependence is shown.",BENIGN_DRIFT,"Adjudicated BENIGN_DRIFT: microcode_check has supported old/new drift, but only binding-generation exposure and no local oracle or Rust contract dependence.",,
W-000024,SignatureDrift,High,10.8,sched_numa_find_nth_cpu,FALSE_POSITIVE,"sched_numa_find_nth_cpu is reported only as absent->added with binding-generation exposure; no concrete source/diff, safe API, unsafe wrapper, or oracle evidence is present.",FALSE_POSITIVE,"The artifact for sched_numa_find_nth_cpu contains only unsupported summary drift and generated binding exposure, so the warning is not substantiated.",FALSE_POSITIVE,"Adjudicated FALSE_POSITIVE: sched_numa_find_nth_cpu has only summary old/new evidence and binding-generation exposure, with no local oracle/fix support.",,
W-000025,SignatureDrift,High,10.8,sched_numa_hop_mask,FALSE_POSITIVE,"sched_numa_hop_mask is reported only as absent->added with binding-generation exposure; no concrete source/diff, safe API, unsafe wrapper, or oracle evidence is present.",FALSE_POSITIVE,"The artifact for sched_numa_hop_mask contains only unsupported summary drift and generated binding exposure, so the warning is not substantiated.",FALSE_POSITIVE,"Adjudicated FALSE_POSITIVE: sched_numa_hop_mask has only summary old/new evidence and binding-generation exposure, with no local oracle/fix support.",,
W-000026,SignatureDrift,High,10.8,signal,FALSE_POSITIVE,"signal is reported only as absent->added with binding-generation exposure; no concrete source/diff, safe API, unsafe wrapper, or oracle evidence is present.",FALSE_POSITIVE,"The artifact for signal contains only unsupported summary drift and generated binding exposure, so the warning is not substantiated.",FALSE_POSITIVE,"Adjudicated FALSE_POSITIVE: signal has only summary old/new evidence and binding-generation exposure, with no local oracle/fix support.",,
W-000027,SignatureDrift,High,10.8,store_cpu_caps,FALSE_POSITIVE,"store_cpu_caps is reported only as absent->added with binding-generation exposure; no concrete source/diff, safe API, unsafe wrapper, or oracle evidence is present.",FALSE_POSITIVE,"The artifact for store_cpu_caps contains only unsupported summary drift and generated binding exposure, so the warning is not substantiated.",FALSE_POSITIVE,"Adjudicated FALSE_POSITIVE: store_cpu_caps has only summary old/new evidence and binding-generation exposure, with no local oracle/fix support.",,
W-000035,FieldDrift,High,10.2,unwind_hint,BENIGN_DRIFT,"Concrete old/new FieldDrift evidence exists for unwind_hint, but Rust exposure is only generated binding edges with no call site, safety comment, or oracle.",BENIGN_DRIFT,"unwind_hint shows real old/new drift, yet the local Rust evidence stops at generated bindings; no safe API or unsafe wrapper dependence is shown.",BENIGN_DRIFT,"Adjudicated BENIGN_DRIFT: unwind_hint has supported old/new drift, but only binding-generation exposure and no local oracle or Rust contract dependence.",,
W-000003,SignatureDrift,Medium,9.6,__this_cpu_preempt_check,FALSE_POSITIVE,"__this_cpu_preempt_check is reported only as present->removed without concrete source/diff proof, and the artifact shows zero Rust exposure or oracle evidence.",FALSE_POSITIVE,The local artifact gives no concrete old/new proof and no Rust exposure for __this_cpu_preempt_check; this does not support the warning.,FALSE_POSITIVE,"Adjudicated FALSE_POSITIVE: __this_cpu_preempt_check lacks concrete old/new evidence, Rust exposure, and local oracle/fix support.",,
W-000006,SignatureDrift,Medium,9.6,asm_load_gs_index,FALSE_POSITIVE,"asm_load_gs_index is reported only as present->removed without concrete source/diff proof, and the artifact shows zero Rust exposure or oracle evidence.",FALSE_POSITIVE,The local artifact gives no concrete old/new proof and no Rust exposure for asm_load_gs_index; this does not support the warning.,FALSE_POSITIVE,"Adjudicated FALSE_POSITIVE: asm_load_gs_index lacks concrete old/new evidence, Rust exposure, and local oracle/fix support.",,
W-000008,SignatureDrift,Medium,9.6,debug_smp_processor_id,FALSE_POSITIVE,"debug_smp_processor_id is reported only as present->removed without concrete source/diff proof, and the artifact shows zero Rust exposure or oracle evidence.",FALSE_POSITIVE,The local artifact gives no concrete old/new proof and no Rust exposure for debug_smp_processor_id; this does not support the warning.,FALSE_POSITIVE,"Adjudicated FALSE_POSITIVE: debug_smp_processor_id lacks concrete old/new evidence, Rust exposure, and local oracle/fix support.",,
