warning_id,type,risk,score,symbol,reviewer1_label,reviewer1_notes,reviewer2_label,reviewer2_notes,adjudicated_label,adjudication_notes,label,reviewer_notes
W-000307,SignatureDrift,High,14.6,sh,FALSE_POSITIVE,"JSON/MD report sh as old absent/new added without concrete source diff, build oracle, or wrapper-fix evidence; Rust edges do not prove stale contract.",FALSE_POSITIVE,Strict review: old absent/new added evidence for sh is unsupported as a TRUE drift; no build/wrapper oracle or old/new C contract dependence.,FALSE_POSITIVE,FALSE_POSITIVE: absent/removed-only evidence lacks concrete diff/oracle support for a stale Rust contract.,,
W-000311,SignatureDrift,High,13.6,sl,FALSE_POSITIVE,"C evidence for sl is generated Rust bitfield accessor text, not a C function signature; only generated binding exposure is shown.",FALSE_POSITIVE,"Strict review: sl looks like a bindgen bitfield accessor/parser artifact, with no C-source drift, oracle, or Rust contract evidence.",FALSE_POSITIVE,FALSE_POSITIVE: parser-style bitfield accessor evidence does not support the claimed C signature drift.,,
W-000287,SignatureDrift,High,13.0,ps,FALSE_POSITIVE,"JSON/MD report ps as old absent/new added without concrete source diff, build oracle, or wrapper-fix evidence; Rust edges do not prove stale contract.",FALSE_POSITIVE,Strict review: old absent/new added evidence for ps is unsupported as a TRUE drift; no build/wrapper oracle or old/new C contract dependence.,FALSE_POSITIVE,FALSE_POSITIVE: absent/removed-only evidence lacks concrete diff/oracle support for a stale Rust contract.,,
W-000353,FieldDrift,High,12.6,bio,BENIGN_DRIFT,"bio field list differs across versions, but Rust evidence is generated binding exposure only; no safe/unsafe wrapper contract or oracle evidence.",BENIGN_DRIFT,"Strict review: real bio layout drift, but no Rust abstraction depends on the changed fields beyond generated bindings.",BENIGN_DRIFT,"BENIGN_DRIFT: real field drift, but no harmful Rust exposure is supported.",,
W-000355,FieldDrift,High,12.6,bpf_prog,BENIGN_DRIFT,"bpf_prog field list differs across versions, but Rust evidence is generated binding exposure only; no safe/unsafe wrapper contract or oracle evidence.",BENIGN_DRIFT,"Strict review: real bpf_prog layout drift, but no Rust abstraction depends on the changed fields beyond generated bindings.",BENIGN_DRIFT,"BENIGN_DRIFT: real field drift, but no harmful Rust exposure is supported.",,
W-000359,FieldDrift,High,12.6,cgroup,BENIGN_DRIFT,"cgroup field list differs across versions, but Rust evidence is generated binding exposure only; no safe/unsafe wrapper contract or oracle evidence.",BENIGN_DRIFT,"Strict review: real cgroup layout drift, but no Rust abstraction depends on the changed fields beyond generated bindings.",BENIGN_DRIFT,"BENIGN_DRIFT: real field drift, but no harmful Rust exposure is supported.",,
W-000362,FieldDrift,High,12.6,device,BENIGN_DRIFT,"device field list differs across versions, but Rust evidence is generated binding exposure only; no safe/unsafe wrapper contract or oracle evidence.",BENIGN_DRIFT,"Strict review: real device layout drift, but no Rust abstraction depends on the changed fields beyond generated bindings.",BENIGN_DRIFT,"BENIGN_DRIFT: real field drift, but no harmful Rust exposure is supported.",,
W-000363,FieldDrift,High,12.6,drm_file,BENIGN_DRIFT,"drm_file fields changed, but Rust File is an opaque wrapper and uses driver_priv, not the changed syncobj fields; no oracle evidence.",BENIGN_DRIFT,Strict review: changed drm_file fields are not the Rust wrapper contract; lifetime/error edges do not show dependence on syncobj layout.,BENIGN_DRIFT,"BENIGN_DRIFT: real drm_file field drift, but Rust exposure is opaque and does not rely on the changed fields.",,
W-000370,FieldDrift,High,12.6,irq_chip,BENIGN_DRIFT,"irq_chip field list differs across versions, but Rust evidence is generated binding exposure only; no safe/unsafe wrapper contract or oracle evidence.",BENIGN_DRIFT,"Strict review: real irq_chip layout drift, but no Rust abstraction depends on the changed fields beyond generated bindings.",BENIGN_DRIFT,"BENIGN_DRIFT: real field drift, but no harmful Rust exposure is supported.",,
W-000381,FieldDrift,High,12.6,pci_dev,BENIGN_DRIFT,"pci_dev field list differs across versions, but Rust evidence is generated binding exposure only; no safe/unsafe wrapper contract or oracle evidence.",BENIGN_DRIFT,"Strict review: real pci_dev layout drift, but no Rust abstraction depends on the changed fields beyond generated bindings.",BENIGN_DRIFT,"BENIGN_DRIFT: real field drift, but no harmful Rust exposure is supported.",,
W-000384,FieldDrift,High,12.6,phy_device,BENIGN_DRIFT,"phy_device added port fields, but Rust Device invariants/accessors rely on valid pointer, mdio.dev, and existing fields; no oracle evidence.",BENIGN_DRIFT,"Strict review: safety comments show opaque/lifetime use, not dependence on the added phy_device port fields.",BENIGN_DRIFT,"BENIGN_DRIFT: real phy_device field drift, but Rust wrapper evidence does not depend on the added fields.",,
W-000385,FieldDrift,High,12.6,phy_driver,BENIGN_DRIFT,"phy_driver gained callback fields, while Rust DriverVTable initializes named existing callbacks and zeroes the rest; no wrapper-fix oracle.",BENIGN_DRIFT,Strict review: Rust vtable exposure is robust to the added phy_driver fields; no build or semantic contract dependence is shown.,BENIGN_DRIFT,"BENIGN_DRIFT: real phy_driver field drift, but Rust zero-initialized vtable construction is not stale.",,
