warning_id,type,risk,score,symbol,reviewer1_label,reviewer1_notes,reviewer2_label,reviewer2_notes,adjudicated_label,adjudication_notes,label,reviewer_notes
W-000076,NullabilityDrift,High,13.2,errname,UNCLEAR,"errname: new-side indicator evidence exists, but old-side non-null source proof is missing from the artifact.",UNCLEAR,errname: indicator drift depends on absence on the old side; extraction lacks concrete old/new source comparison.,UNCLEAR,"errname: no oracle evidence and the old-side indicator absence is not source-proven, so conservative label is UNCLEAR.",,
W-000018,SignatureDrift,High,12.2,errname,FALSE_POSITIVE,errname: C evidence is only extraction-level absent/added; no concrete source diff or signature text is provided.,FALSE_POSITIVE,"errname: presence/absence alone is insufficient, and no build or wrapper-fix oracle appears locally.",FALSE_POSITIVE,errname: absent/present extraction without concrete old/new source proof is treated as unsupported.,,
W-000060,FieldDrift,High,12.2,pid,BENIGN_DRIFT,"pid: concrete old/new field data shows changed numbers; Rust exposure is RustBindingFunction, RustBindingConst, with no oracle evidence.",BENIGN_DRIFT,"pid: field drift is supported, but no Rust code is shown to depend on the changed member/layout.",BENIGN_DRIFT,pid: real C/binding drift is present but harmless under the local evidence; no TRUE oracle or stale Rust contract is shown.,,
W-000023,SignatureDrift,High,11.0,mas_find_range,FALSE_POSITIVE,mas_find_range: C evidence is only extraction-level absent/added; no concrete source diff or signature text is provided.,FALSE_POSITIVE,"mas_find_range: presence/absence alone is insufficient, and no build or wrapper-fix oracle appears locally.",FALSE_POSITIVE,mas_find_range: absent/present extraction without concrete old/new source proof is treated as unsupported.,,
W-000001,SignatureDrift,High,10.8,__cpu_up,FALSE_POSITIVE,__cpu_up: C evidence is only extraction-level absent/added; no concrete source diff or signature text is provided.,FALSE_POSITIVE,"__cpu_up: presence/absence alone is insufficient, and no build or wrapper-fix oracle appears locally.",FALSE_POSITIVE,__cpu_up: absent/present extraction without concrete old/new source proof is treated as unsupported.,,
W-000002,SignatureDrift,High,10.8,__stack_chk_fail,FALSE_POSITIVE,__stack_chk_fail: C evidence is only extraction-level absent/added; no concrete source diff or signature text is provided.,FALSE_POSITIVE,"__stack_chk_fail: presence/absence alone is insufficient, and no build or wrapper-fix oracle appears locally.",FALSE_POSITIVE,__stack_chk_fail: absent/present extraction without concrete old/new source proof is treated as unsupported.,,
W-000003,SignatureDrift,High,10.8,abort,FALSE_POSITIVE,abort: C evidence is only extraction-level absent/added; no concrete source diff or signature text is provided.,FALSE_POSITIVE,"abort: presence/absence alone is insufficient, and no build or wrapper-fix oracle appears locally.",FALSE_POSITIVE,abort: absent/present extraction without concrete old/new source proof is treated as unsupported.,,
W-000004,SignatureDrift,High,10.8,amd_clear_divider,FALSE_POSITIVE,amd_clear_divider: C evidence is only extraction-level absent/added; no concrete source diff or signature text is provided.,FALSE_POSITIVE,"amd_clear_divider: presence/absence alone is insufficient, and no build or wrapper-fix oracle appears locally.",FALSE_POSITIVE,amd_clear_divider: absent/present extraction without concrete old/new source proof is treated as unsupported.,,
W-000006,SignatureDrift,High,10.8,apply_seal_endbr,FALSE_POSITIVE,apply_seal_endbr: C evidence is only extraction-level absent/added; no concrete source diff or signature text is provided.,FALSE_POSITIVE,"apply_seal_endbr: presence/absence alone is insufficient, and no build or wrapper-fix oracle appears locally.",FALSE_POSITIVE,apply_seal_endbr: absent/present extraction without concrete old/new source proof is treated as unsupported.,,
W-000013,SignatureDrift,High,10.8,cpu_has_ibpb_brtype_microcode,FALSE_POSITIVE,cpu_has_ibpb_brtype_microcode: C evidence is only extraction-level absent/added; no concrete source diff or signature text is provided.,FALSE_POSITIVE,"cpu_has_ibpb_brtype_microcode: presence/absence alone is insufficient, and no build or wrapper-fix oracle appears locally.",FALSE_POSITIVE,cpu_has_ibpb_brtype_microcode: absent/present extraction without concrete old/new source proof is treated as unsupported.,,
W-000015,SignatureDrift,High,10.8,dl_bw_alloc,FALSE_POSITIVE,dl_bw_alloc: C evidence is only extraction-level absent/added; no concrete source diff or signature text is provided.,FALSE_POSITIVE,"dl_bw_alloc: presence/absence alone is insufficient, and no build or wrapper-fix oracle appears locally.",FALSE_POSITIVE,dl_bw_alloc: absent/present extraction without concrete old/new source proof is treated as unsupported.,,
W-000016,SignatureDrift,High,10.8,dl_bw_free,FALSE_POSITIVE,dl_bw_free: C evidence is only extraction-level absent/added; no concrete source diff or signature text is provided.,FALSE_POSITIVE,"dl_bw_free: presence/absence alone is insufficient, and no build or wrapper-fix oracle appears locally.",FALSE_POSITIVE,dl_bw_free: absent/present extraction without concrete old/new source proof is treated as unsupported.,,
W-000017,SignatureDrift,High,10.8,entry_untrain_ret,FALSE_POSITIVE,entry_untrain_ret: C evidence is only extraction-level absent/added; no concrete source diff or signature text is provided.,FALSE_POSITIVE,"entry_untrain_ret: presence/absence alone is insufficient, and no build or wrapper-fix oracle appears locally.",FALSE_POSITIVE,entry_untrain_ret: absent/present extraction without concrete old/new source proof is treated as unsupported.,,
W-000019,SignatureDrift,High,10.8,gds_ucode_mitigated,FALSE_POSITIVE,gds_ucode_mitigated: C evidence is only extraction-level absent/added; no concrete source diff or signature text is provided.,FALSE_POSITIVE,"gds_ucode_mitigated: presence/absence alone is insufficient, and no build or wrapper-fix oracle appears locally.",FALSE_POSITIVE,gds_ucode_mitigated: absent/present extraction without concrete old/new source proof is treated as unsupported.,,
W-000020,SignatureDrift,High,10.8,init_IRQ,FALSE_POSITIVE,init_IRQ: C evidence is only extraction-level absent/added; no concrete source diff or signature text is provided.,FALSE_POSITIVE,"init_IRQ: presence/absence alone is insufficient, and no build or wrapper-fix oracle appears locally.",FALSE_POSITIVE,init_IRQ: absent/present extraction without concrete old/new source proof is treated as unsupported.,,
W-000024,SignatureDrift,High,10.8,mas_find_range_rev,FALSE_POSITIVE,mas_find_range_rev: C evidence is only extraction-level absent/added; no concrete source diff or signature text is provided.,FALSE_POSITIVE,"mas_find_range_rev: presence/absence alone is insufficient, and no build or wrapper-fix oracle appears locally.",FALSE_POSITIVE,mas_find_range_rev: absent/present extraction without concrete old/new source proof is treated as unsupported.,,
W-000025,SignatureDrift,High,10.8,mas_next_range,FALSE_POSITIVE,mas_next_range: C evidence is only extraction-level absent/added; no concrete source diff or signature text is provided.,FALSE_POSITIVE,"mas_next_range: presence/absence alone is insufficient, and no build or wrapper-fix oracle appears locally.",FALSE_POSITIVE,mas_next_range: absent/present extraction without concrete old/new source proof is treated as unsupported.,,
W-000026,SignatureDrift,High,10.8,mas_prev_range,FALSE_POSITIVE,mas_prev_range: C evidence is only extraction-level absent/added; no concrete source diff or signature text is provided.,FALSE_POSITIVE,"mas_prev_range: presence/absence alone is insufficient, and no build or wrapper-fix oracle appears locally.",FALSE_POSITIVE,mas_prev_range: absent/present extraction without concrete old/new source proof is treated as unsupported.,,
W-000031,SignatureDrift,High,10.8,native_kick_ap,FALSE_POSITIVE,native_kick_ap: C evidence is only extraction-level absent/added; no concrete source diff or signature text is provided.,FALSE_POSITIVE,"native_kick_ap: presence/absence alone is insufficient, and no build or wrapper-fix oracle appears locally.",FALSE_POSITIVE,native_kick_ap: absent/present extraction without concrete old/new source proof is treated as unsupported.,,
W-000034,SignatureDrift,High,10.8,pgtable_cache_init,FALSE_POSITIVE,pgtable_cache_init: C evidence is only extraction-level absent/added; no concrete source diff or signature text is provided.,FALSE_POSITIVE,"pgtable_cache_init: presence/absence alone is insufficient, and no build or wrapper-fix oracle appears locally.",FALSE_POSITIVE,pgtable_cache_init: absent/present extraction without concrete old/new source proof is treated as unsupported.,,
W-000038,SignatureDrift,High,10.8,poking_init,FALSE_POSITIVE,poking_init: C evidence is only extraction-level absent/added; no concrete source diff or signature text is provided.,FALSE_POSITIVE,"poking_init: presence/absence alone is insufficient, and no build or wrapper-fix oracle appears locally.",FALSE_POSITIVE,poking_init: absent/present extraction without concrete old/new source proof is treated as unsupported.,,
W-000039,SignatureDrift,High,10.8,retbleed_return_thunk,FALSE_POSITIVE,retbleed_return_thunk: C evidence is only extraction-level absent/added; no concrete source diff or signature text is provided.,FALSE_POSITIVE,"retbleed_return_thunk: presence/absence alone is insufficient, and no build or wrapper-fix oracle appears locally.",FALSE_POSITIVE,retbleed_return_thunk: absent/present extraction without concrete old/new source proof is treated as unsupported.,,
