warning_id,type,risk,score,symbol,reviewer1_label,reviewer1_notes,reviewer2_label,reviewer2_notes,adjudicated_label,adjudication_notes,label,reviewer_notes
W-000471,FieldDrift,High,13.4,user,FALSE_POSITIVE,one side of field list is empty (0->19 fields); no local build-oracle or wrapper-fix evidence supports the warning.,FALSE_POSITIVE,Conservative review treats user as unsupported extraction/bindgen evidence; Rust exposure cannot prove the claimed drift.,FALSE_POSITIVE,"FALSE_POSITIVE: one side of field list is empty (0->19 fields), and the local warning artifact has no build or wrapper-fix oracle.",,
W-000001,SignatureDrift,High,13.2,BUG,BENIGN_DRIFT,"signature changed from {""params"":[],""return_type"":""()""} to {""params"":[],""return_type"":""!""}; Rust exposure is generated binding function evidence only.",BENIGN_DRIFT,"No Rust call-site/safe API dependence, build breakage, or wrapper fix is shown for BUG.",BENIGN_DRIFT,"BENIGN_DRIFT: real signature drift, but available Rust exposure is binding-only and harmless.",,
W-000462,FieldDrift,High,12.6,module,FALSE_POSITIVE,one side of field list is empty (0->61 fields); no local build-oracle or wrapper-fix evidence supports the warning.,FALSE_POSITIVE,Conservative review treats module as unsupported extraction/bindgen evidence; Rust exposure cannot prove the claimed drift.,FALSE_POSITIVE,"FALSE_POSITIVE: one side of field list is empty (0->61 fields), and the local warning artifact has no build or wrapper-fix oracle.",,
W-000049,SignatureDrift,High,12.2,call_usermodehelper,FALSE_POSITIVE,artifact only says absent->added without concrete source signature or diff; no local build-oracle or wrapper-fix evidence supports the warning.,FALSE_POSITIVE,Conservative review treats call_usermodehelper as unsupported extraction/bindgen evidence; Rust exposure cannot prove the claimed drift.,FALSE_POSITIVE,"FALSE_POSITIVE: artifact only says absent->added without concrete source signature or diff, and the local warning artifact has no build or wrapper-fix oracle.",,
W-000025,SignatureDrift,High,11.8,__usermodehelper_disable,FALSE_POSITIVE,artifact only says absent->added without concrete source signature or diff; no local build-oracle or wrapper-fix evidence supports the warning.,FALSE_POSITIVE,Conservative review treats __usermodehelper_disable as unsupported extraction/bindgen evidence; Rust exposure cannot prove the claimed drift.,FALSE_POSITIVE,"FALSE_POSITIVE: artifact only says absent->added without concrete source signature or diff, and the local warning artifact has no build or wrapper-fix oracle.",,
W-000026,SignatureDrift,High,11.8,__usermodehelper_set_disable_depth,FALSE_POSITIVE,artifact only says absent->added without concrete source signature or diff; no local build-oracle or wrapper-fix evidence supports the warning.,FALSE_POSITIVE,Conservative review treats __usermodehelper_set_disable_depth as unsupported extraction/bindgen evidence; Rust exposure cannot prove the claimed drift.,FALSE_POSITIVE,"FALSE_POSITIVE: artifact only says absent->added without concrete source signature or diff, and the local warning artifact has no build or wrapper-fix oracle.",,
W-000050,SignatureDrift,High,11.8,call_usermodehelper_exec,FALSE_POSITIVE,artifact only says absent->added without concrete source signature or diff; no local build-oracle or wrapper-fix evidence supports the warning.,FALSE_POSITIVE,Conservative review treats call_usermodehelper_exec as unsupported extraction/bindgen evidence; Rust exposure cannot prove the claimed drift.,FALSE_POSITIVE,"FALSE_POSITIVE: artifact only says absent->added without concrete source signature or diff, and the local warning artifact has no build or wrapper-fix oracle.",,
W-000051,SignatureDrift,High,11.8,call_usermodehelper_setup,FALSE_POSITIVE,artifact only says absent->added without concrete source signature or diff; no local build-oracle or wrapper-fix evidence supports the warning.,FALSE_POSITIVE,Conservative review treats call_usermodehelper_setup as unsupported extraction/bindgen evidence; Rust exposure cannot prove the claimed drift.,FALSE_POSITIVE,"FALSE_POSITIVE: artifact only says absent->added without concrete source signature or diff, and the local warning artifact has no build or wrapper-fix oracle.",,
W-000285,SignatureDrift,High,11.8,proc_dointvec,FALSE_POSITIVE,artifact only says absent->added without concrete source signature or diff; no local build-oracle or wrapper-fix evidence supports the warning.,FALSE_POSITIVE,Conservative review treats proc_dointvec as unsupported extraction/bindgen evidence; Rust exposure cannot prove the claimed drift.,FALSE_POSITIVE,"FALSE_POSITIVE: artifact only says absent->added without concrete source signature or diff, and the local warning artifact has no build or wrapper-fix oracle.",,
W-000390,SignatureDrift,High,11.8,usermodehelper_read_lock_wait,FALSE_POSITIVE,artifact only says absent->added without concrete source signature or diff; no local build-oracle or wrapper-fix evidence supports the warning.,FALSE_POSITIVE,Conservative review treats usermodehelper_read_lock_wait as unsupported extraction/bindgen evidence; Rust exposure cannot prove the claimed drift.,FALSE_POSITIVE,"FALSE_POSITIVE: artifact only says absent->added without concrete source signature or diff, and the local warning artifact has no build or wrapper-fix oracle.",,
W-000391,SignatureDrift,High,11.8,usermodehelper_read_trylock,FALSE_POSITIVE,artifact only says absent->added without concrete source signature or diff; no local build-oracle or wrapper-fix evidence supports the warning.,FALSE_POSITIVE,Conservative review treats usermodehelper_read_trylock as unsupported extraction/bindgen evidence; Rust exposure cannot prove the claimed drift.,FALSE_POSITIVE,"FALSE_POSITIVE: artifact only says absent->added without concrete source signature or diff, and the local warning artifact has no build or wrapper-fix oracle.",,
W-000392,SignatureDrift,High,11.8,usermodehelper_read_unlock,FALSE_POSITIVE,artifact only says absent->added without concrete source signature or diff; no local build-oracle or wrapper-fix evidence supports the warning.,FALSE_POSITIVE,Conservative review treats usermodehelper_read_unlock as unsupported extraction/bindgen evidence; Rust exposure cannot prove the claimed drift.,FALSE_POSITIVE,"FALSE_POSITIVE: artifact only says absent->added without concrete source signature or diff, and the local warning artifact has no build or wrapper-fix oracle.",,
W-000004,SignatureDrift,High,11.4,__kunit_abort,FALSE_POSITIVE,artifact only says absent->added without concrete source signature or diff; no local build-oracle or wrapper-fix evidence supports the warning.,FALSE_POSITIVE,Conservative review treats __kunit_abort as unsupported extraction/bindgen evidence; Rust exposure cannot prove the claimed drift.,FALSE_POSITIVE,"FALSE_POSITIVE: artifact only says absent->added without concrete source signature or diff, and the local warning artifact has no build or wrapper-fix oracle.",,
W-000119,SignatureDrift,High,11.4,kernfs_get,FALSE_POSITIVE,artifact only says absent->added without concrete source signature or diff; no local build-oracle or wrapper-fix evidence supports the warning.,FALSE_POSITIVE,Conservative review treats kernfs_get as unsupported extraction/bindgen evidence; Rust exposure cannot prove the claimed drift.,FALSE_POSITIVE,"FALSE_POSITIVE: artifact only says absent->added without concrete source signature or diff, and the local warning artifact has no build or wrapper-fix oracle.",,
